"unique_storm_id","Suspended_Sediment_mg_L","Chloride_mg_L","NO2_NO3_N_mg_L","Ammonium_N_mg_L","TKN_Unfiltered_mg_L","Dissolved_Reactive_Phosphorus_mg_L","TP_Unfiltered_mg_L","Total_Nitrogen_computed_mg_L","Organic_Nitrogen_computed_mg_L","Suspended_Sediment_Load_pounds","Chloride_Load_pounds","NO2_NO3_N_Load_pounds","Ammonium_N_Load_pounds","TKN_Unfiltered_Load_pounds","Dissolved_Reactive_Phosphorus_Load_pounds","TP_Unfiltered_Load_pounds","Total_Nitrogen_load_pounds","Organic_Nitrogen_Load_pounds","sum_runoff","Flag_Suspended_Sediment","Flag_Chloride","Flag_NO2_NO3_N_","Flag_Ammonium_N_","Flag_TKN_Unfiltered","Flag_Dissolved_Reactive_Phosphorus_","Flag_TP_Unfiltered","frozen","comments","site","water_year","sample_start","sample_end","storm_start","storm_end","peak_discharge","rain","duration","Ievent","I5","I10","I15","I30","I60","energy","erosivity_m1","erosivity_m2","ARFdays1","ARFdays2","ARFdays7","ARFdays14","ant_discharge_date","ant_dis_1day_mean","ant_dis_1day_max","ant_dis_2day_mean","ant_dis_2day_max","ant_dis_7day_mean","ant_dis_7day_max","ant_dis_14day_mean","ant_dis_14day_max"
"SW3-1073",247,63.3,17.5,0.24,3.43,0.124,0.877,20.93,3.19,11.3242831,2.90213409,0.80232775,0.011003352,0.157256239,0.0056850652,0.0402080821,0.959583989,0.146252887,734.4,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY16","2015-11-26 21:51:59",NA,"2015-11-26 17:03:00","2015-11-27 09:29:59",0.0267,1.152,12.1833333333333,0.0945554035567716,0.324,0.27,0.252,0.216,0.189,553.634691985841,1.19585093468942,1.47541538890806,0.036,0.036,0.036,0.666,"2015-11-12 12:59:00",0,0,0,0,0,0,4.59788732394366e-05,0.00954
"SW3-11",3186,5.8,0.2,0.05,17.9,0.168,5.85,18.1,17.85,2615.50324296,4.761430888,0.164187272,0.041046818,14.694760844,0.13791730848,4.802477706,14.858948116,14.653714026,13150.08,"HT",NA,NA,NA,"HT",NA,"HT","FALSE",NA,"SW3","WY14","2014-05-12 05:19:59","2014-05-13 03:45:00","2014-05-12 05:19:00","2014-05-13 15:15:00",2.615,0.984,3.28333333333333,0.299695431472081,1.92,1.392,1.184,0.995999999999999,0.813,878.722595165068,8.75207704784407,8.46415826600192,0.243,0.243,1.263,1.902,"2014-04-28 04:30:00",0,0,0,0,0.0322435349462366,0.7009,0.0165511324857812,0.7009
"SW3-1111",6,19.9,12.5,0.08,1.17,0.075,0.127,13.67,1.09,0.16505028,0.547416762,0.34385475,0.0022006704,0.0321848046,0.0020631285,0.00349356426,0.3760395546,0.0299841342,440.64,NA,NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW3","WY16","2016-02-21 07:14:59",NA,"2016-02-20 16:59:59","2016-02-21 07:45:00",0.0171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW3-1150",39,6.5,5,0.05,1.29,0.07,0.21,6.29,1.24,2.25083274,0.37513879,0.2885683,0.002885683,0.0744506214,0.0040399562,0.0121198686,0.3630189214,0.0715649384,924.48,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY16","2016-03-08 09:49:59",NA,"2016-03-08 02:53:59","2016-03-08 23:15:00",0.0283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW3-12",10994.5,12.4762800181242,0.55,2.08597643860444,56.5172179429089,0.560557997281377,18.3465201631174,57.0672179429089,54.4312415043045,26175.96199174,29.703818414,1.309452826,4.96634135,134.55751046,1.33458955214,43.6798230452,135.866963286,129.59116911,38136.96,"HT, HT, HT, HT, HT","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","NA, NA, NA, NA, NA","FALSE, FALSE, FALSE, FALSE, FALSE","NA, NA, NA, NA, NA","SW3","WY14","2014-06-01 18:15:00","2014-06-02 13:45:00","2014-06-01 18:15:00","2014-06-02 13:45:59",6.87,2.628,12.05,0.218091286307054,2.892,2.526,2.1,1.302,0.815,2300.28132998224,29.9496629163688,29.6742496304144,0,0,0.072,0.072,"2014-05-18 16:01:00",0,0,0,0,0,0,0.00152786075497707,0.154217838322506
"SW3-13",957,27.5,2.4,0.32,8.2,0.324,2.18,10.6,7.88,112.52869188,3.2335831,0.282203616,0.0376271488,0.964195688,0.03809748816,0.2563349512,1.246399304,0.9265685392,1883.52,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY14","2014-06-18 08:53:59","2014-06-18 12:29:59","2014-06-18 08:53:59","2014-06-18 16:00:00",0.354,1.071,9.25,0.115783783783784,0.756,0.648,0.576,0.522,0.315,639.144742222404,3.33633555440095,3.72474737075947,0.279,0.657,0.748,0.766,"2014-06-04 02:00:00",0,0,0,0,0,0,0,0
"SW3-1303",239,0.5,1.6,0.15,2.56,0.24,0.899,4.16,2.41,2.06258912,0.00431504,0.013808128,0.001294512,0.0220930048,0.0020712192,0.00775844192,0.0359011328,0.0207984928,138.24,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY16","2016-08-21 14:19:59",NA,"2016-08-21 13:52:59","2016-08-21 15:29:59",0.1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW3-14",1801.88105726872,11.9541850220264,8.62819383259912,0.365770925110132,9.90088105726872,0.232070484581498,3.13035242290749,18.5290748898678,9.53511013215859,441.24196652,2.927323136,2.112859336,0.0895694428,2.4245131,0.0568290768,0.7665560684,4.537372436,2.3349436572,3922.56,"HT, HT","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","FALSE, FALSE","NA, Komiskey, Matthew J.:flume undercut….estimated event","SW3","WY14","2014-08-11 21:15:00","2014-08-12 11:15:00","2014-08-11 21:13:59","2014-08-12 11:15:00",0.7256,2.634,12.2,0.215901639344262,3.396,3.27,2.74,1.882,1.329,2142.49069815791,40.3216749393318,40.9759450151854,0,0,0,1.01,"2014-07-28 20:57:00",0,0,0,0,0,0,0.00139173094183686,0.181697675388223
"SW3-15",6910,5.2,2.8,0.19,26.8,0.241,11,29.6,26.61,1818.8325104,1.368730688,0.737008832,0.0500113136,7.054227392,0.06343540304,2.89539184,7.791236224,7.0042160784,4216.32,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY14","2014-08-18 17:28:00","2014-08-18 19:00:00","2014-08-18 17:23:00","2014-08-18 19:07:00",2.964,1.522,4.88333333333333,0.311672354948805,4.98,4.434,3.88,2.298,1.176,1498.96461777594,34.4462069164911,33.9299742802364,0,0,2.634,2.634,"2014-08-04 16:39:00",0,0,0,0,0.0543454431683779,0.726535611942372,0.0342241551192594,0.726535611942372
"SW3-16",1139,5.9,3,0.15,8.1,0.231,2.6,11.1,7.95,38.08993684,0.197305204,0.10032468,0.005016234,0.270876636,0.00772500036,0.086948056,0.371201316,0.265860402,535.68,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY14","2014-08-19 02:01:59","2014-08-19 04:00:00","2014-08-19 01:59:59","2014-08-19 04:14:59",0.1872,0.261,3.15,0.0828571428571429,0.539999999999999,0.324,0.288,0.234,0.234,152.252047558625,0.356269791287184,0.398537428575801,1.522,1.522,2.35,4.156,"2014-08-05 00:32:00",0.365442846811601,2.96543275765362,0.244050067247886,2.96543275765362,0.0920952232156763,2.96543275765362,0.0693762086695057,2.96543275765362
"SW3-17",1881,3.4,1.2,0.02,12.3,0.149,3.96,13.5,12.28,44.64124632,0.080691248,0.028479264,0.0004746544,0.291912456,0.00353617528,0.0939815712,0.32039172,0.2914378016,380.16,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY14","2014-08-25 07:09:59","2014-08-25 10:14:59","2014-08-25 07:09:00","2014-08-25 10:30:00",0.1973,0.471,2.91666666666667,0.161485714285714,2.304,1.422,1.02,0.51,0.255,405.815035246187,2.06965667975555,2.03820230303756,0,0,1.873,4.507,"2014-08-11 07:03:00",0,0,0,0,0.0915807666365442,2.96543275765362,0.0703644282895282,2.96543275765362
"SW3-18",493,5.8,2,0.21,4,0.11,1.36,6,3.79,6.6478585,0.0782101,0.026969,0.002831745,0.053938,0.001483295,0.01833892,0.080907,0.051106255,216,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY14","2014-09-04 19:50:00","2014-09-04 22:45:00","2014-09-04 19:48:59","2014-09-04 23:30:00",0.1008,0.526,2.25,0.233777777777778,1.452,1.05,0.808,0.584,0.427,422.630366139249,2.46816133825321,2.46408898046729,0.127,0.127,0.451,0.931,"2014-08-21 19:40:00",0,0,0,0,0,0,0.00362320461149138,0.197459508490964
"SW3-19",1002,3.7,0.9,0.3,6.4,0.161,2.05,7.3,6.1,94.03982424,0.347252844,0.084466908,0.028155636,0.600653568,0.01511019132,0.192396846,0.685120476,0.572497932,1503.36,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY14","2014-09-05 05:35:00","2014-09-05 08:15:00","2014-09-05 05:30:00","2014-09-05 10:30:00",0.5095,0.49,1.18333333333333,0.414084507042253,2.424,1.59,1.132,0.584,0.373,412.982437176731,2.41181743311211,2.33048509199199,0.653,0.653,0.869,1.457,"2014-08-22 05:34:00",0.0147719092941245,0.0877568553304238,0.00968910179507094,0.0877568553304238,0.00345243857065746,0.0877568553304238,0.0052035648759894,0.197459508490964
"SW3-2",66,2.6,0.4,1.12,2.17,0.263,0.386,2.57,1.05,41.97131532,1.653415452,0.254371608,0.7122405024,1.3799659734,0.16724933226,0.24546860172,1.6343375814,0.667725471,10186.56,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW3","WY14","2014-03-14 12:15:00","2014-03-16 00:06:59","2014-03-14 12:15:00","2014-03-16 00:06:59",0.2944,1.157,0.0166666666666667,69.42,13.884,6.942,4.628,2.314,1.157,0,0,0,0.94,0.94,0.94,0.94,"2014-02-25 12:13:00",0.013675899826087,0.02235,0.013675899826087,0.02235,0.013675899826087,0.02235,0.013675899826087,0.02235
"SW3-20",429,9.2,1.4,0.18,4.5,0.173,1.13,5.9,4.32,11.569701,0.2481148,0.0377566,0.00485442,0.1213605,0.004665637,0.03047497,0.1591171,0.11650608,432,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY14","2014-09-20 03:09:59","2014-09-20 06:45:00","2014-09-20 03:09:00","2014-09-20 07:00:00",0.2318,0.558,2.6,0.214615384615385,1.92,1.284,1.296,0.774,0.432,445.552042073991,3.44857280565269,3.46515314469258,0,0,0.072,0.792,"2014-09-06 03:05:00",0,0,0,0,0,0,0.00027912181186303,0.0127638985785181
"SW3-22",69,12.4,1.5,0.17,1.88,0.137,0.398,3.38,1.71,1.82364378,0.327727288,0.03964443,0.0044930354,0.0496876856,0.00362085794,0.01051898876,0.0893321156,0.0451946502,423.36,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2014-10-03 05:30:00","2014-10-03 09:45:00","2014-10-03 05:26:59","2014-10-03 10:00:00",0.0543,0.449999989,5.2,0.0865384594230769,0.216000072,0.216000072,0.216000072,0.180000002,0.161999996,213.640854891628,0.384553543077747,0.47183742562585,0.099000007,0.207000007,0.324000007,1.296000007,"2014-09-19 02:54:00",0,0,0,0,0,0,0.0137818071480273,0.353362046592129
"SW3-23",124,22.4,0.05,0.02,4.1,0.63,1.31,4.15,4.08,13.77792272,2.488915072,0.005555614,0.0022222456,0.455560348,0.0700007364,0.1455570868,0.461115962,0.4533381024,1779.84,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2014-10-13 19:12:59","2014-10-14 07:59:59","2014-10-13 19:12:00","2014-10-14 08:15:00",0.1497,0.962999993,9.4,0.102446807765957,0.755999988,0.648000108,0.540000108,0.378000032,0.279000017,560.224855577533,2.11765013335503,2.38180931534877,0.018,0.018,0.018,0.774,"2014-09-29 16:29:00",0,0,0,0,0,0,0.00365954170943536,0.0540089550365297
"SW3-24",60,24.4,0.05,0.06,3.43,0.33,0.736,3.48,3.37,1.2621492,0.513274008,0.001051791,0.0012621492,0.0721528626,0.0069418206,0.01548236352,0.0732046536,0.0708907134,336.96,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2014-10-14 12:15:00","2014-10-14 15:45:00","2014-10-14 12:11:00","2014-10-14 16:00:00",0.0652,0.126000049,1.68333333333333,0.0748515142574257,0.108000756,0.108000042,0.10800028,0.108000042,0.090000035,50.6897794631663,0.054744983109927,0.0694484621594864,1.070999974,1.088999974,1.088999974,1.844999974,"2014-09-30 11:42:00",0.0421247724762939,0.149192405479452,0.0364774021579946,0.149192405479452,0.0220189768600281,0.149192405479452,0.0155230417476329,0.149192405479452
"SW3-25",32,21.7,0.05,0.09,2.34,0.24,0.443,2.39,2.25,0.72492672,0.491590932,0.001132698,0.0020388564,0.0530102664,0.0054369504,0.01003570428,0.0541429644,0.05097141,362.88,"HT",NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2014-10-15 01:21:59","2014-10-15 06:00:00","2014-10-15 01:18:00","2014-10-15 07:00:00",0.0478,0.134999993,3.88333333333333,0.034763946695279,0.216000084,0.21599937,0.179999832,0.108000042,0.062999965,54.9502735126867,0.0593463184728166,0.0694908326971013,0.324000003,1.241999981,1.259999981,2.015999981,"2014-10-01 00:55:00",0.0307041792476103,0.104036611488584,0.0362693425620897,0.149192405479452,0.0231645276333587,0.149192405479452,0.0165784452625751,0.149192405479452
"SW3-26",174,68.4,5.1,1.83,7.1,0.139,0.524,12.2,5.27,4.78645812,1.881573192,0.140292738,0.0503403354,0.195309498,0.00382366482,0.01441439112,0.335602236,0.1449691626,440.64,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW3","WY15","2014-12-16 07:09:59","2014-12-16 15:11:00","2014-12-16 07:00:00","2014-12-16 15:11:00",0.0247,0.22499999,14.45,0.0155709335640138,0.108000036,0.108000036,0.072000024,0.072000024,0.053999988,76.9536268968431,0.0554066298345975,0.0565932656021393,0,0,0,0.054000002,"2014-12-01 20:17:00",0,0,0,0,0,0,0,0
"SW3-27",1256,26.6,3.2,1.39,10.3,0.146,2.68,13.5,8.91,447.80190608,9.483702788,1.140896576,0.4955769502,3.672260854,0.05205340628,0.9555008824,4.81315743,3.1766839038,5711.04,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW3","WY15","2014-12-23 04:45:00","2014-12-23 10:07:59","2014-12-23 04:45:00","2014-12-23 10:07:59",0.7759,0.045000002,2.73333333333333,0.0164634153658537,0.108000036,0.108000006,0.072000004,0.036000002,0.027000001,13.2393123306896,0.00476615270383449,0.00484955708569753,0,0,0,0.22499999,"2014-12-13 05:51:00",0,0,0,0,0.0518170630641558,0.774802784687534,0.0320893946528293,0.774802784687534
"SW3-28",893,9.4,1.2,1.25,5.3,0.206,1.33,6.5,4.05,62.13495786,0.654052188,0.083496024,0.086975025,0.368774106,0.01433348412,0.0925414266,0.45227013,0.281799081,1114.56,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW3","WY15","2015-03-08 12:29:59","2015-03-08 18:29:59","2015-03-08 12:15:00","2015-03-08 18:45:00",0.11,0.018,0.216666666666667,0.0830769230769231,0.108,0.054,0.072,0.036,0.018,3.40580954561145,0.00122609143642012,0.00152349122827323,0,0,0,0,"2015-03-06 22:09:00",0,0,0,0,0,0,0.00620708206057514,0.11
"SW3-29",1614,44.3,10.4,0.27,13.9,0.067,4.09,24.3,13.63,9.57615252,0.262839874,0.061705072,0.0016019586,0.082471202,0.00039752306,0.0242667062,0.144176274,0.0808692434,95.04,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-04-09 14:46:00","2015-04-09 18:15:00","2015-04-09 14:46:00","2015-04-09 18:15:00",0.0303,0.261000028,1.21666666666667,0.214520570958904,0.432000144,0.378000126,0.324000108,0.287999978,0.225000016,156.900855276779,0.451874428678936,0.512752978396338,0.404999959,0.746999959,0.980999952,1.169999955,"2015-03-26 14:00:00",0,0,0,0,0,0,0,0
"SW3-3",105,2.5,0.3,1.59,3.64,0.514,0.797,3.94,2.05,89.5397769,2.13189945,0.255827934,1.3558880502,3.1040455992,0.43831852692,0.67964954466,3.3598735332,1.748157549,13659.84,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW3","WY14","2014-03-18 14:30:00","2014-03-22 10:45:00","2014-03-18 14:30:00","2014-03-22 10:45:00",0.3008,0.009,0.0166666666666667,0.54,0.108,0.054,0.036,0.018,0.009,0,0,0,0,0,0,2.097,"2014-03-05 12:00:00",0.0277494164668265,0.05028,0.0154699286987522,0.05028,0.0278950860749588,0.2944,0.0303706151183203,0.2944
"SW3-30",1779,48,17.6,0.41,15.3,0.064,4.14,32.9,14.89,28.7867106,0.7767072,0.28479264,0.006634374,0.24757542,0.0010356096,0.066990996,0.53236806,0.240941046,259.2,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-04-09 19:14:59","2015-04-10 00:00:00","2015-04-09 19:14:59","2015-04-10 00:15:00",0.0773,0.215999965,1.58333333333333,0.136421030526316,0.540000924,0.378000504,0.252000336,0.197999958,0.12599993,119.641398844013,0.236889919461757,0.272605547289664,0.665999987,1.007999987,1.24199998,1.430999983,"2015-03-26 18:58:00",0.00499372990353698,0.03032,0.00352965909090909,0.03032,0.00164518008474576,0.03032,0.000948717165546732,0.03032
"SW3-31",1996,38.5,13.5,0.32,16.9,0.066,4.62,30.4,16.58,41.98749672,0.80987907,0.28398357,0.0067314624,0.355505358,0.00138836412,0.0971854884,0.639488928,0.3487738956,336.96,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-04-10 01:09:00","2015-04-10 07:00:00","2015-04-10 01:09:59","2015-04-10 06:45:00",0.0528,0.180000073,3.53333333333333,0.0509434168867925,0.648000288,0.48599985,0.360000152,0.233999978,0.126000052,100.91619863274,0.236143882599047,0.252216183913432,0.881999952,0.953999947,1.457999945,1.646999948,"2015-03-27 00:55:00",0.0113667437379576,0.07726,0.00948446945337621,0.07726,0.00512095486111111,0.07726,0.00319747425474255,0.07726
"SW3-32",7220,19.3,10.7,1.42,38,0.177,12.7,48.7,36.58,179.1388856,0.478861564,0.265482836,0.0352323016,0.94283624,0.00439163196,0.315105796,1.208319076,0.9076039384,397.44,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-05-17 16:59:00","2015-05-17 18:49:00","2015-05-17 16:57:59","2015-05-17 19:14:59",0.2832,0.335000006,0.766666666666667,0.436956529565217,3.588,1.956000018,1.304000012,0.652000006,0.335000006,337.372193459928,2.19966672160106,2.13359941462252,0,0,0.360000007,0.486000007,"2015-05-03 16:52:00",0,0,0,0,0,0,0,0
"SW3-33",2630,8.9,5.1,0.31,16,0.18,5.61,21.1,15.69,483.7321654,1.636964362,0.938035758,0.0570178598,2.94285728,0.0331071444,1.0318393338,3.880893038,2.8858394202,2946.24,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-05-24 20:14:00","2015-05-25 04:25:59","2015-05-24 20:14:00","2015-05-25 04:25:59",0.7178,1.653000039,12.2333333333333,0.135122618991826,1.343999964,0.924000384,0.86800014,0.758000092,0.532000103,1186.82671114507,8.9961475623602,9.3135448201652,0,0,0.335000006,0.695000013,"2015-05-10 12:54:00",0,0,0,0,0.00851490372272144,0.2832,0.00446674074074074,0.2832
"SW3-34",904,12.1,4.4,0.35,6.9,0.157,2.23,11.3,6.55,78.50352272,1.050766178,0.382096792,0.030394063,0.599197242,0.01363390826,0.1936536014,0.981294034,0.568803179,1391.04,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-05-30 05:10:59","2015-05-30 13:30:00","2015-05-30 04:59:59","2015-05-30 13:59:59",0.3088,0.755999977,15.8666666666667,0.0476470573739496,0.540000036,0.378000054,0.288000096,0.252000084,0.188999945,364.533329056801,0.918624295431136,1.05780958391482,0.045000002,0.045000002,1.985999996,2.321000002,"2015-05-15 21:21:00",0,0,0,0,0.0410735953177258,0.7178,0.0282314582278481,0.7178
"SW3-35",216,13.4,5,0.14,2.7,0.102,0.692,7.7,2.56,36.58290912,2.269495288,0.8468266,0.0237111448,0.457286364,0.01727526264,0.11720080144,1.304112964,0.4335752192,2712.96,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-06-11 22:43:59","2015-06-12 08:30:00","2015-06-11 22:39:00","2015-06-12 08:30:00",0.2012,0.935999922,9.8,0.095510196122449,0.32400084,0.270000462,0.252000336,0.198000076,0.153000057,445.698130721506,0.88248263755916,1.10028936169055,0.52200001,0.53100001,1.176999995,1.977999974,"2015-05-28 21:20:00",0,0,0,0,0,0,0.0120531091101695,0.3088
"SW3-36",2170,2.7,1,0.3,9.5,0.21,3.56,10.5,9.2,1058.0909584,1.316518704,0.48759952,0.146279856,4.63219544,0.1023958992,1.7358542912,5.11979496,4.485915584,7810.56,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-06-15 15:47:00","2015-06-15 19:14:59","2015-06-15 15:49:00","2015-06-15 19:30:00",3.174,1.063000015,2.08333333333333,0.5102400072,2.904,2.29200006,2.04800028,1.40600011,0.883000073,987.763931195531,13.8879619591495,13.4911122977438,0,0.008999998,1.565999937,2.148999916,"2015-06-01 15:30:00",0,0,0,0,0.036518038897893,0.2012,0.0230031955079122,0.2012
"SW3-37",326,2.9,4.4,0.27,2.34,0.177,0.823,6.74,2.07,13.36367888,0.118879352,0.180368672,0.0110680776,0.0959233392,0.00725573976,0.03373714024,0.2762920112,0.0848552616,656.64,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-09-08 09:06:00","2015-09-08 11:42:59","2015-09-08 09:06:00","2015-09-08 11:44:00",0.3594,1.499000214,5.46666666666667,0.274207356219512,3.40799988,2.73,2.144000412,1.144000234,0.977000112,1352.67568597097,15.474613012769,15.3366700225281,0.035999953,0.765999987,0.972999985,1.467999979,"2015-08-25 08:06:00",0,0,0,0,0,0,0,0
"SW3-38",965,7,0.05,0.05,7.99,0.178,2.89,8.04,7.94,175.4090729,1.27239742,0.009088553,0.009088553,1.4523507694,0.03235524868,0.5253183634,1.4614393224,1.4432622164,2911.68,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY15","2015-09-19 00:22:00","2015-09-19 04:30:00","2015-09-19 00:22:00","2015-09-19 04:30:00",0.5686,1.017000051,6.3,0.16142857952381,0.864000444,0.75600036,0.648000296,0.504000096,0.432000048,706.320921099153,3.55985812040782,3.75908003140952,0.18899999,0.391999981,0.391999981,2.693000008,"2015-09-04 21:18:00",0,0,0,0,0,0,0.0068044347826087,0.3594
"SW3-4",775,2.6,0.6,1.46,8.6,0.672,2.92,9.2,7.14,529.212687,1.775423208,0.409713048,0.9969684168,5.872553688,0.45887861376,1.9939368336,6.282266736,4.8755852712,10938.24,"HT",NA,NA,NA,NA,NA,NA,"TRUE",NA,"SW3","WY14","2014-03-27 11:26:59","2014-03-28 10:27:00","2014-03-27 11:26:59","2014-03-28 10:27:00",0.925,0.513,8.11666666666667,0.0632032854209446,0.324,0.324,0.288,0.234,0.225,266.042985590921,0.622540586282756,0.719522114536585,0,0,0,0.009,"2014-03-13 15:34:00",0.0072511410778015,0.06163,0.00230718125202775,0.06163,0.0224581425491663,0.3008,0.0270517490102547,0.3008
"SW3-40",72,35.9,5.6,0.17,5.59,0.44,0.929,11.19,5.42,2.40779232,1.200552004,0.187272736,0.0056850652,0.1869383204,0.0147142864,0.03106720924,0.3742110564,0.1812532552,535.68,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY16","2015-10-31 10:00:59","2015-10-31 19:00:00","2015-10-31 10:00:59","2015-10-31 19:00:00",0.0406,0.315,9.11666666666667,0.0345521023765996,0.216,0.108,0.108,0.09,0.072,116.749661188553,0.105074695069697,0.125513974011669,0,0.00900000000000001,0.729,1.089,"2015-10-17 04:25:00",0,0,0,0,0.00947270928197211,0.09117001,0.00555201408003503,0.09117001
"SW3-41",817.667327714427,17.7889439762023,12.1107585523054,0.15,6.85669310857709,0.903657907783837,2.93926623698562,18.9674516608825,6.70669310857709,889.5643743,19.353116214,13.175651012,0.163189419,7.459598431,0.98311605964,3.19771433,20.635249443,7.296409012,17426.88,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","FALSE, FALSE","NA, NA","SW3","WY16","2015-12-13 06:04:59","2015-12-15 11:30:00","2015-12-13 06:04:59","2015-12-15 11:30:00",0.7711,0.834,4.48333333333333,0.186022304832714,1.344,0.978,0.868,0.524,0.271,655.296241873699,3.43375230741818,3.43200824526274,0,0,0.063,0.477,"2015-11-29 04:35:00",0,0,0,0,0,0,0.00189247302419162,0.01114
"SW3-44",40,11,6.4,0.1,1.66,0.357,0.488,8.06,1.56,10.3129456,2.83606004,1.650071296,0.025782364,0.4279872424,0.09204303948,0.12581793632,2.0780585384,0.4022048784,4129.92,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","TRUE, TRUE","NA, NA","SW3","WY16","2016-02-27 16:14:59","2016-02-29 00:02:00","2016-02-27 16:16:00","2016-02-29 01:14:59",0.1196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW3-45",112.191347753744,8.52462562396007,5.21580698835275,0.0638602329450915,1.89271214642263,0.169640599001664,0.436698835274542,7.10851913477537,1.82885191347754,36.36877526,2.763405554,1.690794486,0.0207014044,0.6135555376,0.05499194852,0.14156351728,2.3043500236,0.5928541332,5192.64,"NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","NA, NA","TRUE, FALSE","Komiskey, Matthew J.:Frozen Ground from Jan 18 to Mar 7 according to ESW1 and Met station (flat lined data), NA","SW3","WY16","2016-03-07 00:00:00","2016-03-08 02:53:59","2016-03-07 00:00:00","2016-03-08 02:53:59",0.1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SW3-46",174,26.3,10.9,0.08,2.45,0.097,0.481,13.35,2.37,10.41758532,1.574612034,0.652595862,0.0047896944,0.146684391,0.00580750446,0.02879803758,0.799280253,0.1418946966,959.04,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,"SW3","WY16","2016-03-09 02:41:00","2016-03-09 14:30:00","2016-03-09 02:32:59","2016-03-09 14:30:00",0.0711,0.18,2.88333333333333,0.0624277456647399,0.324,0.27,0.252,0.198,0.108,90.0626300585893,0.178324007516007,0.202449582530187,0,0,0,0,"2016-02-24 02:32:00",0.0179627262079306,0.02827,0.0433387142722741,0.17372,0.0350769416818436,0.17372,0.0292509980084904,0.17372
